Document Title,Abstract,Year,PDF Link,label,doi,nCites,authorCount,aggregationType
Satb2 determines miRNA expression and long-term memory in the adult central nervous system,"SATB2 is a risk locus for schizophrenia and encodes a DNA-binding protein that regulates higher-order chromatin configuration. In the adult brain Satb2 is almost exclusively expressed in pyramidal neurons of two brain regions important for memory formation, the cerebral cortex and the CA1-hippocampal field. Here we show that Satb2 is required for key hippocampal functions since deletion of Satb2 from the adult mouse forebrain prevents the stabilization of synaptic long-term potentiation and markedly impairs long-term fear and object discrimination memory. At the molecular level, we find that synaptic activity and BDNF up-regulate Satb2, which itself binds to the promoters of coding and non-coding genes. Satb2 controls the hippocampal levels of a large cohort of miRNAs, many of which are implicated in synaptic plasticity and memory formation. Together, our findings demonstrate that Satb2 is critically involved in long-term plasticity processes in the adult forebrain that underlie the consolidation and stabilization of context-linked memory.",2016,https://doi.org/10.7554/elife.17361,no,10.7554/elife.17361,74,14,undetermined
Motor and behavioral phenotype in conditional mutants with targeted ablation of cortical D1 dopamine receptor-expressing cells,N/A,2015,https://doi.org/10.1016/j.nbd.2015.02.006,no,10.1016/j.nbd.2015.02.006,11,11,undetermined
Meloxicam improves object recognition memory and modulates glial activation after splenectomy in mice,N/A,2012,https://doi.org/10.1097/eja.0b013e3283534f56,no,10.1097/eja.0b013e3283534f56,50,7,undetermined
Overexpression of mineralocorticoid receptors does not affect memory and anxiety-like behavior in female mice,N/A,2015,https://doi.org/10.3389/fnbeh.2015.00182,no,10.3389/fnbeh.2015.00182,15,8,undetermined
Cognitive phenotyping of amyloid precursor protein transgenic J20 mice,N/A,2012,https://doi.org/10.1016/j.bbr.2011.12.021,no,10.1016/j.bbr.2011.12.021,37,5,undetermined
Short-term testosterone manipulations do not affect cognition or motor function but differentially modulate emotions in young and older male rhesus monkeys,N/A,2014,https://doi.org/10.1016/j.yhbeh.2014.08.016,no,10.1016/j.yhbeh.2014.08.016,15,7,undetermined
Conditioned object preference: an alternative approach to measuring reward learning in rats,"Pavlovian conditioned approach behavior can be directed as much toward discrete cues as it is toward the environmental contexts in which those cues are encountered. The current experiments characterized a tendency of rats to approach object cues whose prior exposure had been paired with reward (conditioned object preference, COP). To demonstrate the phenomenon, rats were conditioned to associate cocaine or saline with two different objects. Rats acquired a preference, assessed using investigation times directed toward each object, for the cocaine-paired object following conditioning. Furthermore, high levels of object investigation during cocaine conditioning predicted stronger preferences for the cocaine-paired object in the test phase. Conditioned approach diminished across extinction but was reinstated through a priming injection of cocaine. To determine whether preferences are affected by reward value, rats were conditioned using three objects paired with 0, 5, or 20 mg/kg of cocaine. This produced object preferences in the post-test that scaled with cocaine dose used for conditioning. Finally, we explored whether contextual cues modulate expression of COP by testing rats for renewal of cocaine seeking. When conditioning was conducted in one context and extinction training in a second context, COP was renewed when the rats were retested in the original context. Thus, conditioned object preferences are readily acquired, easily measured, and amenable to a number of standard Pavlovian conditioning manipulations. This task promises to become a valuable addition to the panoply of behavioral tools available to test mechanisms underlying adaptive and maladaptive reward processing.",2016,https://doi.org/10.1101/lm.042598.116,no,10.1101/lm.042598.116,3,5,undetermined
The role of postnatal neurogenesis in supporting remote memory and spatial metric processing,"ABSTRACTIn this study, we determined the contribution of juvenile neurogenesis to the performance of mice on a remote memory for temporally based association task and in a novelty based spatial pattern separation task. This was accomplished by mating homozygous DNMT1‐loxP mice with heterozygous GFAP‐Cre mice and comparing Cre+ (no postnatal neurogenesis) to Cre− (wild type) littermate offspring. The results indicate that Cre+ mice are impaired relative to Cre− mice in the remote memory for a temporal based association task and in a novelty based spatial pattern separation task. These results support the temporal integration model of Aimone et al., [(2006) Nat Neurosci 9:723–727] and provide further support for an important role for postnatally born neurons in spatial pattern separation. In contrast, Cre+ mice are not impaired relative to Cre− mice in an object‐context recognition task and a spatial location recognition task. These latter data suggest that postnatally derived neurons in the dentate gyrus (DG) do not support all spatial and object recognition functions of the DG. © 2014 Wiley Periodicals, Inc.",2014,https://doi.org/10.1002/hipo.22346,no,10.1002/hipo.22346,27,6,undetermined
Naloxone injections into CA3 disrupt pattern completion associated with relapse from cocaine seeking,N/A,2016,https://doi.org/10.1002/hipo.22570,no,10.1002/hipo.22570,4,5,undetermined
N/A,N/A,N/A,N/A,no,nan,0,0,undetermined
Distinct roles of the hippocampus and perirhinal cortex in GABAA receptor blockade-induced enhancement of object recognition memory,N/A,2014,https://doi.org/10.1016/j.brainres.2014.01.024,no,10.1016/j.brainres.2014.01.024,32,5,undetermined
Effect of dentate gyrus disruption on remembering what happened where,N/A,2015,https://doi.org/10.3389/fnbeh.2015.00170,no,10.3389/fnbeh.2015.00170,5,6,undetermined
Medial temporal pathways for contextual learning: Network c-<i>fos</i> mapping in rats with or without perirhinal cortex lesions,"Background: In the rat brain, context information is thought to engage network interactions between the postrhinal cortex, medial entorhinal cortex, and the hippocampus. In contrast, object information is thought to be more reliant on perirhinal cortex and lateral entorhinal cortex interactions with the hippocampus. Method: The ‘context network’ was explored by mapping expression of the immediate-early gene, c- fos, after exposure to a new spatial environment. Results: Structural equation modelling of Fos counts produced networks of good fit that closely matched prior predictions based on anatomically grounded functional models. These same models did not, however, fit the Fos data from home-cage controls nor did they fit the corresponding data from a previous study exploring object recognition. These additional analyses highlight the specificity of the context network. The home-cage controls, meanwhile, showed raised levels of inter-area Fos correlations between the many sites examined, that is, their changes in Fos levels lacked anatomical specificity. A total of two additional groups of rats received perirhinal cortex lesions. While the loss of perirhinal cortex reduced lateral entorhinal c- fos expression, it did not affect mean levels of hippocampal c- fos expression. Similarly, overall c- fos expression in the prelimbic cortex, retrosplenial cortex, and nucleus reuniens of the thalamus appeared unaffected by the perirhinal cortex lesions. Conclusion: The perirhinal cortex lesions disrupted network interactions involving the medial entorhinal cortex and the hippocampus, highlighting ways in which perirhinal cortex might affect specific aspects of context learning.",2017,https://doi.org/10.1177/2398212817694167,no,10.1177/2398212817694167,12,4,undetermined
Transient brain ischemia due to cardiac arrest causes irreversible long-lasting cognitive injury,N/A,2011,https://doi.org/10.1016/j.bbr.2010.12.004,no,10.1016/j.bbr.2010.12.004,87,8,undetermined
Increased Fear Response to Contextual Cues in Mice Lacking the 5-HT1A Receptor,N/A,2006,https://doi.org/10.1038/sj.npp.1300774,no,10.1038/sj.npp.1300774,134,5,undetermined
Robust Conjunctive Item–Place Coding by Hippocampal Neurons Parallels Learning What Happens Where,"Previous research indicates a critical role of the hippocampus in memory for events in the context in which they occur. However, studies to date have not provided compelling evidence that hippocampal neurons encode event–context conjunctions directly associated with this kind of learning. Here we report that, as animals learn different meanings for items in distinct contexts, individual hippocampal neurons develop responses to specific stimuli in the places where they have differential significance. Furthermore, this conjunctive coding evolves in the form of enhanced item-specific responses within a subset of the preexisting spatial representation. These findings support the view that conjunctive representations in the hippocampus underlie the acquisition of context-specific memories.",2009,https://doi.org/10.1523/jneurosci.1378-09.2009,no,10.1523/jneurosci.1378-09.2009,340,3,undetermined
"Neuropeptide Y prolongs non-social memory and differentially affects acquisition, consolidation, and retrieval of non-social and social memory in male mice","AbstractNeuropeptide Y (NPY) and its receptors (especially Y1, Y2, and Y5) are highly expressed in brain regions involved in learning and memory processes. Accordingly, NPY was shown to modulate cognitive functions in rodents. Here, we investigated possible memory-enhancing effects of NPY and determined the role of the NPY system in the acquisition, consolidation, and retrieval of non-social and social memory in mice, using the object and social discrimination tests, respectively. Intracerebroventricular (icv) infusion of NPY (1 nmol/2 µl) prolonged retention of non-social (object) memory, but not of social memory. This effect was blocked by the Y1 receptor antagonist BIBO3304 trifluoroacetate (2 nmol/2 µl), but not by the Y2 receptor antagonist BIIE0246 (2 nmol/2 µl). While icv infusion of NPY did not affect the acquisition, consolidation, and retrieval of non-social and social memory, icv infusion of BIBO3304 trifluoroacetate and BIIE0246 blocked the consolidation of non-social memory and the retrieval of both non-social and social memory. This study suggests that NPY has memory-enhancing effects in a non-social context by specifically acting on Y1 receptors. It further suggests that the central NPY system exerts differential effects on the sequential phases of non-social and social memory.",2017,https://doi.org/10.1038/s41598-017-07273-x,no,10.1038/s41598-017-07273-x,17,2,undetermined
Memory impairments and hippocampal modifications in adult rats with neonatal isolation stress experience,N/A,2007,https://doi.org/10.1016/j.nlm.2007.03.011,no,10.1016/j.nlm.2007.03.011,42,7,undetermined
Effect of Simvastatin on Cognitive Functioning in Children With Neurofibromatosis Type 1,N/A,2008,https://doi.org/10.1001/jama.300.3.287,no,10.1001/jama.300.3.287,177,1,undetermined
Neurochemical and electrophysiological deficits in the ventral hippocampus and selective behavioral alterations caused by high-fat diet in female C57BL/6 mice,N/A,2015,https://doi.org/10.1016/j.neuroscience.2015.03.068,no,10.1016/j.neuroscience.2015.03.068,80,7,undetermined
PDE9A inhibition rescues amyloid beta-induced deficits in synaptic plasticity and cognition,N/A,2014,https://doi.org/10.1016/j.neurobiolaging.2014.03.023,no,10.1016/j.neurobiolaging.2014.03.023,57,6,undetermined
Behavioral and neurochemical consequences of lipopolysaccharide in mice: anxiogenic-like effects,N/A,1999,https://doi.org/10.1016/s0006-8993(98)01288-8,no,10.1016/s0006-8993(98)01288-8,129,3,undetermined
Oestradiol Modulation of Cognition in Adult Female Marmosets (<i>Callithrix jacchus</i>),"The common marmoset (Callithrix jacchus) provides many advantages over traditional rodent and macaque species as a model for human ageing and may be very useful for studying the effects of sex steroids on cognitive and brain ageing. We present the first study examining the effects of oestrogens on cognitive function in female marmosets. Adult monkeys (3–5 years of age) were trained to a specific learning criterion on a battery of cognitive tasks preoperatively (object discrimination, delayed response with increasing delays and detour reaching with opaque box) and were tested on different versions of these tasks (object reversals, delayed response with randomised delays and detour reaching with clear box) after ovariectomy and simultaneous implantation with 17β‐oestradiol (E2) (n = 6) or blank (n = 6) Silastic capsules. Acquisition of a delayed matching‐to‐position task with a 1‐s delay was also administered after completion of these tests. E2‐treated monkeys were significantly impaired on the second reversal and showed an increase in perseverative responding from reversals 1–3. Their performance also tended to be worse than that of control monkeys on the delayed response task. Performance acquisition on thedelayed matching‐to‐positiontended to be better in E2‐treated relative to control monkeys, although the group difference did not reach statistical significance. No effect of treatment was detected for detour reaching or affiliative behaviours. Overall, the findings indicate that E2compromises performance on prefrontally‐mediated tasks. The suggestion that E2may improve acquisition on tasks dependent on the hippocampus will require further validation. These results are discussed in the context of dopaminergic and serotonergic signalling. We conclude that the marmoset is a useful new primate model for examining the effects of oestrogens on cognitive function.",2014,https://doi.org/10.1111/jne.12147,no,10.1111/jne.12147,27,6,undetermined
Flumazenil but not bicuculline counteract the impairing effects of anesthetic ketamine on recognition memory in rats. Evidence for a functional interaction between the GABAA-benzodiazepine receptor and ketamine?,N/A,2019,https://doi.org/10.1016/j.neuropharm.2018.12.030,no,10.1016/j.neuropharm.2018.12.030,7,3,undetermined
Angiotensin-(1-7)/Mas axis modulates fear memory and extinction in mice,N/A,2016,https://doi.org/10.1016/j.nlm.2015.11.012,no,10.1016/j.nlm.2015.11.012,24,5,undetermined
Effect of combining anesthetics in neonates on long‐term cognitive function,"AbstractBackgroundWith growing evidence that anesthesia exposure in infancy affects cognitive development, it is important to understand how distinct anesthetic agents and combinations can alter long‐term memory. Investigations of neuronal death suggest that combining anesthetic agents increases the extent of neuronal injury. However, it is unclear how the use of simultaneously combined anesthetics affects cognitive outcome relative to the use of a single agent.MethodsPostnatal day 7 (P7) male rats were administered either sevoflurane as a single agent or the combined delivery of sevoflurane with nitrous oxide at 1 Minimum Alveolar Concentration for 4 h. Behavior was assessed in adulthood using the forced alternating T‐maze, social recognition, and context‐specific object recognition tasks.ResultsAnimals exposed to either anesthetic were unimpaired in the forced alternating T‐maze test and had intact social recognition. Subjects treated with the combined anesthetic displayed a deficit, however, in the object recognition task, while those treated with sevoflurane alone were unaffected.ConclusionA combined sevoflurane and nitrous oxide anesthetic led to a distinct behavioral outcome compared with sevoflurane alone, suggesting that the simultaneous use of multiple agents may uniquely influence early neural and cognitive development and potentially impacts associative memory.",2014,https://doi.org/10.1016/j.ijdevneu.2014.06.016,no,10.1016/j.ijdevneu.2014.06.016,20,12,undetermined
Learning-dependent Changes in the Neuronal Correlates of Response Inhibition in the Prefrontal Cortex and Hippocampus,N/A,2014,https://doi.org/10.5607/en.2014.23.2.178,no,10.5607/en.2014.23.2.178,20,2,undetermined
Putting an object in context and acting on it: neural mechanisms of goal-directed response to contextual object,N/A,2013,https://doi.org/10.1515/revneuro-2012-0073,no,10.1515/revneuro-2012-0073,10,2,undetermined
"Perirhinal cortical inactivation impairs object-in-place memory and disrupts task-dependent firing in hippocampal CA1, but not in CA3",N/A,2013,https://doi.org/10.3389/fncir.2013.00134,no,10.3389/fncir.2013.00134,13,2,undetermined
The Object Context-place-location Paradigm for Testing Spatial Memory in Mice,N/A,2017,https://doi.org/10.21769/bioprotoc.2231,no,10.21769/bioprotoc.2231,13,4,undetermined
Electrolytic lesions of dorsal CA3 impair episodic-like memory in rats,N/A,2008,https://doi.org/10.1016/j.nlm.2007.06.006,no,10.1016/j.nlm.2007.06.006,82,2,undetermined
Co-learning facilitates memory in mice: A new avenue in social neuroscience,N/A,2013,https://doi.org/10.1016/j.neuropharm.2012.06.054,no,10.1016/j.neuropharm.2012.06.054,30,2,undetermined
Olanzapine Reverses MK-801-Induced Cognitive Deficits and Region-Specific Alterations of NMDA Receptor Subunits,N/A,2018,https://doi.org/10.3389/fnbeh.2017.00260,no,10.3389/fnbeh.2017.00260,27,9,undetermined
Implication of nigral dopaminergic lesion and repeated L-dopa exposure in neuropsychiatric symptoms of Parkinson’s disease,N/A,2019,https://doi.org/10.1016/j.bbr.2018.12.007,no,10.1016/j.bbr.2018.12.007,11,8,undetermined
Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells during Theta–Gamma Rhythmopathies of Temporal Lobe Epilepsy,"AbstractRecent reports in human demonstrate a role of theta–gamma coupling in memory for spatial episodes and a lack of coupling in people experiencing temporal lobe epilepsy, but the mechanisms are unknown. Using multisite silicon probe recordings of epileptic rats engaged in episodic-like object recognition tasks, we sought to evaluate the role of theta–gamma coupling in the absence of epileptiform activities. Our data reveal a specific association between theta–gamma (30–60 Hz) coupling at the proximal stratum radiatum of CA1 and spatial memory deficits. We targeted the microcircuit mechanisms with a novel approach to identify putative interneuronal types in tetrode recordings (parvalbumin basket cells in particular) and validated classification criteria in the epileptic context with neurochemical identification of intracellularly recorded cells. In epileptic rats, putative parvalbumin basket cells fired poorly modulated at the falling theta phase, consistent with weaker inputs from Schaffer collaterals and attenuated gamma oscillations, as evaluated by theta-phase decomposition of current–source density signals. We propose that theta–gamma interneuronal rhythmopathies of the temporal lobe are intimately related to episodic memory dysfunction in this condition.",2016,https://doi.org/10.1523/eneuro.0284-16.2016,no,10.1523/eneuro.0284-16.2016,55,10,undetermined
In vitro hippocampal gamma oscillation power as an index of in vivo CA3 gamma oscillation strength and spatial reference memory,N/A,2011,https://doi.org/10.1016/j.nlm.2010.11.008,no,10.1016/j.nlm.2010.11.008,42,4,undetermined
Nasal application of neuropeptide S reduces anxiety and prolongs memory in rats: Social versus non-social effects,N/A,2012,https://doi.org/10.1016/j.neuropharm.2011.08.016,no,10.1016/j.neuropharm.2011.08.016,118,2,undetermined
Oxytocin mediates rodent social memory within the lateral septum and the medial amygdala depending on the relevance of the social stimulus: Male juvenile versus female adult conspecifics,N/A,2013,https://doi.org/10.1016/j.psyneuen.2012.09.018,no,10.1016/j.psyneuen.2012.09.018,204,4,undetermined
Hippocampal GABAB(1a) Receptors Constrain Generalized Contextual Fear,N/A,2017,https://doi.org/10.1038/npp.2016.255,no,10.1038/npp.2016.255,27,5,undetermined
Ketamine alone or combined with midazolam or dexmedetomidine does not affect anxiety-like behaviours and memory in adult Wistar rats,"Ketamine administration has been associated with controversial behavioural impairments and psychotic episodes. Even though ketamine alone and in combination with midazolam or dexmedetomidine are frequently used in laboratory animals, the side-effects of such protocols are not well known. Therefore, our aim was to evaluate the effects of ketamine alone and in combination with midazolam or dexmedetomidine on emotional reactivity, as well as the effects on learning and memory in adult rats at least 48 h after anaesthesia. The evaluation of the potential influence of 100 mg/kg ketamine administered alone and in combination with midazolam (5 mg/kg), or dexmedetomidine (0.25 mg/kg) on spatial learning and recognition memory was studied in adult Wistar rats using the radial maze as well as object recognition and location tests. The influence of these combinations on emotional reactivity was investigated using the new exploration test and the elevated plus maze. Results showed that ketamine alone or in combination with midazolam or dexmedetomidine affected neither spatial and recognition memory, nor emotional reactivity. These results reinforce the safe clinical use of ketamine and its combinations in rats in a research context since the administration of these anaesthetic combinations did not produce significant changes with regard to spatial and recognition memory or emotional reactivity. Furthermore, these results indicate that the quality of scientific data produced in adult rat neurobehavioural research is not jeopardized by the use of these anaesthetic protocols.",2017,https://doi.org/10.1177/0023677216652380,no,10.1177/0023677216652380,10,7,undetermined
Ameliorating effect of lyophilized extract of<i>Butea frondosa</i>leaves on scopolamine-induced amnesia in rats,N/A,2013,https://doi.org/10.3109/13880209.2012.717229,no,10.3109/13880209.2012.717229,14,4,undetermined
5-HT1B Receptor Knock-Out Mice Exhibit Increased Exploratory Activity and Enhanced Spatial Memory Performance in the Morris Water Maze,"In an attempt to characterize the contribution of the 5-HT1B receptor to behavior, 5-HT1B knock-out (KO) mice were subjected to a battery of behavioral paradigms aimed at differentiating various components of cognitive and emotional behaviors. In an object exploration task, wild-type (WT) and 5-HT1B KO mice did not differ in locomotor activity. 5-HT1B KO mice, however, displayed lower thigmotaxis (an index of anxiety) associated with a higher level of object exploratory activity, but no genotype differences were observed in the elevated plus maze. 5-HT1B KO mice also displayed a lack of exploratory habituation. In the spatial version of the Morris water maze, 5-HT1B KO mice showed higher performances in acquisition and transfer test, which was not observed in the visual version of the task. No genotype differences were found in contextual fear conditioning, because both WT and 5-HT1B KO mice were able to remember the context where they had received the aversive stimulus. The deletion of the 5-HT1B receptor, associated with appropriate behavioral paradigms, thus allowed us to dissociate anxiety from response to novelty, and perseverative behavior (lack of habituation) from adaptive behavioral inhibition underlying cognitive flexibility (transfer stage in the water maze). The deletion of the 5-HT1B receptor did not result in significant developmental plasticities for other major 5-HT receptor types but may have influenced other neurotransmission systems. The 5-HT1B receptor may be a key target for serotonin in the modulation of cognitive behavior, particularly in situations involving a high cognitive demand.",1999,https://doi.org/10.1523/jneurosci.19-14-06157.1999,no,10.1523/jneurosci.19-14-06157.1999,182,5,undetermined
A temporal context repetition effect in rats during a novel object recognition memory task,N/A,2015,https://doi.org/10.1007/s10071-015-0871-3,no,10.1007/s10071-015-0871-3,1,3,undetermined
Arousal and Stress Effects on Consolidation and Reconsolidation of Recognition Memory,N/A,2008,https://doi.org/10.1038/sj.npp.1301401,no,10.1038/sj.npp.1301401,116,2,undetermined
Effect of agomelatine on memory deficits and hippocampal gene expression induced by chronic social defeat stress in mice,"AbstractChronic stress is known to induce not only anxiety and depressive-like phenotypes in mice but also cognitive impairments, for which the action of classical antidepressant compounds remains unsatisfactory. In this context, we investigated the effects of chronic social defeat stress (CSDS) on anxiety-, social- and cognitive-related behaviors, as well as hippocampal Bdnf, synaptic plasticity markers (PSD-95, Synaptophysin, Spinophilin, Synapsin I and MAP-2), and epigenetic modifying enzymes (MYST2, HDAC2, HDAC6, MLL3, KDM5B, DNMT3B, GADD45B) gene expression in C57BL/6J mice. CSDS for 10 days provoked long-lasting anxious-like phenotype in the open field and episodic memory deficits in the novel object recognition test. While total Bdnf mRNA level was unchanged, Bdnf exon IV, MAP-2, HDAC2, HDAC6 and MLL3 gene expression was significantly decreased in the CSDS mouse hippocampus. In CSDS mice treated 3 weeks with 50 mg/kg/d agomelatine, an antidepressant with melatonergic receptor agonist and 5-HT2C receptor antagonist properties, the anxious-like phenotype was not reversed, but the treatment successfully prevented the cognitive impairments and hippocampal gene expression modifications. Altogether, these data evidenced that, in mice, agomelatine was effective in alleviating stress-induced altered cognitive functions, possibly through a mechanism involving BDNF signaling, synaptic plasticity and epigenetic remodeling.",2017,https://doi.org/10.1038/srep45907,no,10.1038/srep45907,34,11,undetermined
Reduced Cortical BDNF Expression and Aberrant Memory in<i>Carf</i>Knock-Out Mice,"Transcription factors are a key point of convergence between the cell-intrinsic and extracellular signals that guide synaptic development and brain plasticity. Calcium-response factor (CaRF) is a unique transcription factor first identified as a binding protein for a calcium-response element in the gene encoding brain-derived neurotrophic factor (Bdnf). We have now generatedCarfknock-out (KO) mice to characterize the function of this factorin vivo. Intriguingly,CarfKO mice have selectively reduced expression ofBdnfexon IV-containing mRNA transcripts and BDNF protein in the cerebral cortex, whereas BDNF levels in the hippocampus and striatum remain unchanged, implicating CaRF as a brain region-selective regulator of BDNF expression. At the cellular level,CarfKO mice show altered expression of GABAergic proteins at striatal synapses, raising the possibility that CaRF may contribute to aspects of inhibitory synapse development.CarfKO mice show normal spatial learning in the Morris water maze and normal context-dependent fear conditioning. However they have an enhanced ability to find a new platform location on the first day of reversal training in the water maze and they extinguish conditioned fear more slowly than their wild-type littermates. Finally,CarfKO mice show normal short-term (STM) and long-term memory (LTM) in a novel object recognition task, but exhibit impairments during the remote memory phase of testing. Together, these data reveal novel roles for CaRF in the organization and/or function of neural circuits that underlie essential aspects of learning and memory.",2010,https://doi.org/10.1523/jneurosci.3997-09.2010,no,10.1523/jneurosci.3997-09.2010,42,10,undetermined
Neuroinflammatory and cognitive consequences of combined radiation and immunotherapy in a novel preclinical model,N/A,2017,https://doi.org/10.18632/oncotarget.13551,no,10.18632/oncotarget.13551,62,7,undetermined
The Effect of Tetanus Toxin‐Induced Limbic Epilepsy on the Exploratory Response to Novelty in the Rat,"Summary:   Purpose: To investigate the exploratory response to novelty in rats that have recovered from experimental limbic epilepsy. Methods: Epilepsy was induced in 12 male rats by injecting a minute amount of tetanus toxin into the ventral hippocampus (and buffer vehicle was injected into 12 controls). Eight weeks after the injection, when the animals appeared behaviourally normal (and previous work would indicate that their electroencephalograms also would have returned to normal), they were tested on the playground maze. In this, their exploratory response to a novel object introduced in the context of seven familiar objects is measured. Simultaneously, their locomotion and investigation of familiar objects is measured. Results: Whereas the control animals showed a significant response to the novel object on both test days, in the toxin‐injected rats the novelty response was not present. There was no difference between the groups on the locomotion measure, but the toxin rats explored the familiar as well as the novel objects less. Conclusions: The exploratory response to a novel object was abolished in the previously epileptic rats.",1999,https://doi.org/10.1111/j.1528-1157.1999.tb00819.x,no,10.1111/j.1528-1157.1999.tb00819.x,10,4,undetermined
Ferulic Acid Improves Cognitive Skills Through the Activation of the Heme Oxygenase System in the Rat,N/A,2018,https://doi.org/10.1007/s12035-017-0381-1,no,10.1007/s12035-017-0381-1,52,7,undetermined
"Implication of Genetic Deletion of Wdr13 in Mice: Mild Anxiety, Better Performance in Spatial Memory Task, with Upregulation of Multiple Synaptic Proteins",N/A,2016,https://doi.org/10.3389/fnmol.2016.00073,no,10.3389/fnmol.2016.00073,8,6,undetermined
Na<sup>+</sup>–Ca<sup>2+</sup>Exchanger (NCX3) Knock-Out Mice Display an Impairment in Hippocampal Long-Term Potentiation and Spatial Learning and Memory,"Long-term potentiation (LTP) depends on the coordinated regulation of an ensemble of proteins related to Ca2+homeostasis, including Ca2+transporters. One of the major players in the regulation of intracellular Ca2+([Ca2+]i) homeostasis in neurons is the sodium/calcium exchanger (NCX), which represents the principal mechanism of Ca2+clearance in the synaptic sites of hippocampal neurons. Because NCX3, one of the three brain isoforms of the NCX family, is highly expressed in the hippocampal subfields involved in LTP, we hypothesized that it might represent a potential candidate for LTP modulation. To test this hypothesis, we first examined the effect ofncx3gene ablation on NCX currents (INCX) and Ca2+homeostasis in hippocampal neurons.ncx3−/−neurons displayed a reducedINCX, a higher basal level of [Ca2+]i, and a significantly delayed clearance of [Ca2+]ifollowing depolarization. Furthermore, measurement of field EPSPs, recorded from the CA1 area, revealed thatncx3−/−mice had an impaired basal synaptic transmission. Moreover, hippocampal slices fromncx3−/−mice exhibited a worsening in LTP compared with congenicncx3+/+. Consistently, immunohistochemical and immunoblot analysis indicated that in the hippocampus ofncx3−/−mice both Ca2+/calmodulin-dependent protein kinase IIα (CaMKIIα) expression and the phosphoCaMKIIα/CaMKIIα ratio were significantly reduced compared withncx3+/+. Interestingly,ncx3−/−mice displayed a reduced spatial learning and memory performance, as revealed by the novel object recognition, Barnes maze, and context-dependent fear conditioning assays. Collectively, our findings demonstrate that the deletion of thencx3gene in mice has detrimental consequences on basal synaptic transmission, LTP regulation, spatial learning, and memory performance.",2011,https://doi.org/10.1523/jneurosci.6296-10.2011,no,10.1523/jneurosci.6296-10.2011,74,13,undetermined
Anandamide Effects in a Streptozotocin-Induced Alzheimer’s Disease-Like Sporadic Dementia in Rats,N/A,2018,https://doi.org/10.3389/fnins.2018.00653,no,10.3389/fnins.2018.00653,56,9,undetermined
Hippocampal release of dopamine and norepinephrine encodes novel contextual information,"ABSTRACTThe detection and processing of novel information encountered in our environment is crucial for proper adaptive behavior and learning. Hippocampus is a prime structure for novelty detection that receives high‐level inputs including context information. It is of our interest to understand the mechanisms by which the hippocampus processes contextual information. For this, we performed in vivo microdyalisis in order to monitor extracellular changes in neurotransmitter levels during Object Location Memory (OLM), a behavioral protocol developed to evaluate contextual information processing in recognition memory. Neurotransmitter release was evaluated in the dorsal hippocampus and insular cortex during OLM in 3‐month‐old B6129SF2/J mice. We found a simultaneous release of dopamine and norepinephrine in hippocampus during OLM, while neurochemical activity remained unaltered in the cortex. Additionally, we administered 6‐hydroxy‐dopamine (6‐OHDA), a neurotoxic compound selective to dopaminergic and noradrenergic neurons, in the dorsal hippocampus in a different group of mice. Depletion of catecholaminergic terminals in the hippocampus by 6‐OHDA impaired OLM but did not affect novel object recognition. Our results support the relevance of hippocampal catecholaminergic neurotransmission in recognition memory. The significance of catecholaminergic function may be extended to the clinical field as it has been reported that innervation of hippocampus by the noradrenergic and dopaminergic system is reduced and atrophied in aging and Alzheimer's disease brain. © 2017 Wiley Periodicals, Inc.",2017,https://doi.org/10.1002/hipo.22711,no,10.1002/hipo.22711,56,5,undetermined
5-HT2a receptor in mPFC influences context-guided reconsolidation of object memory in perirhinal cortex,"Context-dependent memories may guide adaptive behavior relaying in previous experience while updating stored information through reconsolidation. Retrieval can be triggered by partial and shared cues. When the cue is presented, the most relevant memory should be updated. In a contextual version of the object recognition task, we examined the effect of medial PFC (mPFC) serotonin 2a receptor (5-HT2aR) blockade during retrieval in reconsolidation of competing objects memories. We found that mPFC 5-HT2aR controls retrieval and reconsolidation of object memories in the perirhinal cortex (PRH), but not in the dorsal hippocampus in rats. Also, reconsolidation of objects memories in PRH required a functional interaction between the ventral hippocampus and the mPFC. Our results indicate that in the presence of conflicting information at retrieval, mPFC 5-HT2aR may facilitate top-down context-guided control over PRH to control the behavioral response and object memory reconsolidation.",2018,https://doi.org/10.7554/elife.33746,no,10.7554/elife.33746,25,6,undetermined
"Hippocampal Damage and Exploratory Preferences in Rats: Memory for Objects, Places, and Contexts","Rats have a natural tendency to spend more time exploring novel objects than familiar objects, and this preference can be used as an index of object recognition. Rats also show an exploratory preference for objects in locations where they have not previously encountered objects (an index of place memory) and for familiar objects in contexts different from those in which the objects were originally encountered (an index of context memory). In this experiment, rats with cytotoxic lesions of the hippocampal formation were tested on all three versions of the novelty-preference paradigm, with a 5-min retention interval between the familiarization and test phases. Rats with sham lesions displayed a novelty preference on all three trial types, whereas the rats with hippocampal lesions displayed a novelty preference on Object trials but did not discriminate between the objects on Place trials or Context trials. The findings indicate that hippocampal damage impairs memory for contextual or spatial aspects of an experience, whereas memory for objects that were part of the same experience are left relatively intact.",2002,https://doi.org/10.1101/lm.41302,no,10.1101/lm.41302,575,5,undetermined
Decreased bursting and novel object-specific cell firing in the hippocampus after mild traumatic brain injury,N/A,2014,https://doi.org/10.1016/j.brainres.2014.07.036,no,10.1016/j.brainres.2014.07.036,27,4,undetermined
